02:18:29,576;L1;L2;L3;P1;P2;P3;zapylenie;kierunek wiatru;predkosc wiatru;temp pkt rosy;PH;temp1;wilgotnosc;metan
20:49:11,372;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,379;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,390;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,407;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,414;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,421;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,429;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,436;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,443;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,450;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,459;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,469;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,477;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,483;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,490;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,497;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,505;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,512;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,519;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,526;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,532;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,539;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,546;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,553;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,561;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,568;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,575;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,584;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,593;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,603;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,611;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,617;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,626;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,633;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,641;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,647;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,654;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,661;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,669;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,681;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,688;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,695;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,701;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,708;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,715;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,722;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,729;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,735;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,741;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,749;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,755;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,763;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,771;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,778;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,784;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,791;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,798;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,807;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,816;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,826;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,836;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,843;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,849;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,856;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,863;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,872;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,879;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,888;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,898;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,906;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,913;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,921;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,928;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,934;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,943;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,950;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,959;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,967;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,973;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,981;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,988;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:11,996;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,006;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,287231;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,014;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,020;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,026;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,033;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,040;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;7,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,047;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,055;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,063;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,070;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,077;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,085;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,095;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,104;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,111;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,117;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,123;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,129;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,136;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,142;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,150;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,157;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,164;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,171;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,179;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,187;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,196;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,208;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,215;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,223;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,230;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,236;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,245;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,252;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,259;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,266;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,275;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,284;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,292;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,298;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,306;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,313;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,319;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,327;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,333;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,340;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,348;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,357;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,363;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,370;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,377;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,386;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,395;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,404;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,411;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,417;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,425;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,434;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,442;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,450;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,457;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,465;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,474;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,481;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,487;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,494;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,500;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,507;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,514;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,520;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,526;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,533;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,539;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,546;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,553;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,559;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,565;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,573;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,580;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,589;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,598;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,605;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,613;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,621;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,628;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,636;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,643;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,651;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,659;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,670;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,678;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,685;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,691;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,697;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
20:49:12,703;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;231,242035;0,000000;4,789903;10,404867;13,459999;55,772247;0,000000
